image,height,width,type,original_dataset,scenario,airport,runway,time_to_landing,weather,night,time,slant_distance,along_track_distance,height_above_runway,lateral_path_angle,vertical_path_angle,yaw,pitch,roll,watermark_height,x_A,y_A,x_B,y_B,x_C,y_C,x_D,y_D,image_name,detected
images/L2yvCeATC7A_033.png,1080,1920,real,REAL_Nominal,,HKJK,6,12,,,,,,,,,,,,,892,391,875,392,956,527,808,529,L2yvCeATC7A_033.png,True
images/L2yvCeATC7A_034.png,1080,1920,real,REAL_Nominal,,HKJK,6,10,,,,,,,,,,,,,1028,387,1044,387,936,551,1142,555,L2yvCeATC7A_034.png,True
images/L2yvCeATC7A_035.png,1080,1920,real,REAL_Nominal,,HKJK,6,8,,,,,,,,,,,,,889,373,868,374,1038,596,696,604,L2yvCeATC7A_035.png,True
images/L2yvCeATC7A_036.png,1080,1920,real,REAL_Nominal,,HKJK,6,6,,,,,,,,,,,,,1026,391,1053,391,570,905,1618,950,L2yvCeATC7A_036.png,True
images/LAN0r3V7tBg_022.png,1080,1920,real,REAL_Nominal,,LFPG,27R,28,,,,,,,,,,,,,1022,467,1042,467,999,538,1065,538,LAN0r3V7tBg_022.png,True
images/LAN0r3V7tBg_025.png,1080,1920,real,REAL_Nominal,,LFPG,27R,22,,,,,,,,,,,,,1005,484,1030,484,1067,559,978,561,LAN0r3V7tBg_025.png,True
images/LAN0r3V7tBg_027.png,1080,1920,real,REAL_Nominal,,LFPG,27R,18,,,,,,,,,,,,,844,469,867,469,915,561,795,563,LAN0r3V7tBg_027.png,True
images/LAN0r3V7tBg_029.png,1080,1920,real,REAL_Nominal,,LFPG,27R,14,,,,,,,,,,,,,851,448,873,448,767,566,945,566,LAN0r3V7tBg_029.png,True
images/LAN0r3V7tBg_030.png,1080,1920,real,REAL_Nominal,,LFPG,27R,12,,,,,,,,,,,,,866,463,837,464,965,597,734,603,LAN0r3V7tBg_030.png,True
images/LAN0r3V7tBg_031.png,1080,1920,real,REAL_Nominal,,LFPG,27R,10,,,,,,,,,,,,,901,485,874,486,1055,655,714,659,LAN0r3V7tBg_031.png,True
images/LAN0r3V7tBg_032.png,1080,1920,real,REAL_Nominal,,LFPG,27R,8,,,,,,,,,,,,,879,464,910,464,1212,740,560,762,LAN0r3V7tBg_032.png,True
images/lL9NcuBRa-Y_111.png,2160,3840,real,REAL_Nominal,,KSFO,28L,88,,,,,,,,,,,,,2507,656,2518,657,2500,696,2521,696,lL9NcuBRa-Y_111.png,False
images/lL9NcuBRa-Y_125.png,2160,3840,real,REAL_Nominal,,KSFO,28L,60,,,,,,,,,,,,,2508,643,2524,643,2500,693,2531,693,lL9NcuBRa-Y_125.png,False
images/lL9NcuBRa-Y_131.png,2160,3840,real,REAL_Nominal,,KSFO,28L,48,,,,,,,,,,,,,1364,638,1346,639,1381,697,1341,698,lL9NcuBRa-Y_131.png,True
images/lL9NcuBRa-Y_136.png,2160,3840,real,REAL_Nominal,,KSFO,28L,38,,,,,,,,,,,,,1326,645,1306,646,1348,711,1296,713,lL9NcuBRa-Y_136.png,True
images/lL9NcuBRa-Y_140.png,2160,3840,real,REAL_Nominal,,KSFO,28L,30,,,,,,,,,,,,,1296,630,1273,631,1321,709,1252,711,lL9NcuBRa-Y_140.png,True
images/lL9NcuBRa-Y_143.png,2160,3840,real,REAL_Nominal,,KSFO,28L,24,,,,,,,,,,,,,2515,616,2539,617,2480,705,2570,708,lL9NcuBRa-Y_143.png,True
images/lL9NcuBRa-Y_146.png,2160,3840,real,REAL_Nominal,,KSFO,28L,18,,,,,,,,,,,,,2514,633,2538,634,2453,733,2579,740,lL9NcuBRa-Y_146.png,True
images/lL9NcuBRa-Y_148.png,2160,3840,real,REAL_Nominal,,KSFO,28L,14,,,,,,,,,,,,,1325,634,1297,635,1410,755,1236,765,lL9NcuBRa-Y_148.png,True
images/lL9NcuBRa-Y_149.png,2160,3840,real,REAL_Nominal,,KSFO,28L,12,,,,,,,,,,,,,1331,627,1305,628,1435,767,1221,775,lL9NcuBRa-Y_149.png,True
images/lL9NcuBRa-Y_150.png,2160,3840,real,REAL_Nominal,,KSFO,28L,10,,,,,,,,,,,,,1344,611,1315,613,1481,774,1200,786,lL9NcuBRa-Y_150.png,True
images/lL9NcuBRa-Y_151.png,2160,3840,real,REAL_Nominal,,KSFO,28L,8,,,,,,,,,,,,,2490,596,2520,598,2295,799,2696,818,lL9NcuBRa-Y_151.png,True
images/lL9NcuBRa-Y_152.png,2160,3840,real,REAL_Nominal,,KSFO,28L,6,,,,,,,,,,,,,1321,591,1352,591,1693,895,987,921,lL9NcuBRa-Y_152.png,True
images/lman3A_3HJw_014.png,1080,1920,real,REAL_Nominal,,LEPA,6L,20,,,,,,,,,,,,,739,470,750,470,734,517,757,517,lman3A_3HJw_014.png,False
images/lman3A_3HJw_016.png,1080,1920,real,REAL_Nominal,,LEPA,6L,16,,,,,,,,,,,,,755,428,768,428,744,488,777,489,lman3A_3HJw_016.png,True
images/lman3A_3HJw_018.png,1080,1920,real,REAL_Nominal,,LEPA,6L,12,,,,,,,,,,,,,1187,438,1168,439,1223,531,1139,532,lman3A_3HJw_018.png,True
images/lman3A_3HJw_019.png,1080,1920,real,REAL_Nominal,,LEPA,6L,10,,,,,,,,,,,,,1162,464,1141,465,1228,584,1086,585,lman3A_3HJw_019.png,True
images/lman3A_3HJw_020.png,1080,1920,real,REAL_Nominal,,LEPA,6L,8,,,,,,,,,,,,,757,468,776,469,660,615,860,616,lman3A_3HJw_020.png,True
images/lman3A_3HJw_021.png,1080,1920,real,REAL_Nominal,,LEPA,6L,6,,,,,,,,,,,,,1134,465,1154,465,979,669,1315,675,lman3A_3HJw_021.png,True
images/lman3A_3HJw_022.png,1080,1920,real,REAL_Nominal,,LEPA,6L,4,,,,,,,,,,,,,800,439,821,439,255,944,1291,955,lman3A_3HJw_022.png,True
images/lNfwGGq_ozM_007.png,2160,3840,real,REAL_Nominal,,LEMD,32R,94,,,,,,,,,,,,,1773,833,1785,833,1771,870,1787,870,lNfwGGq_ozM_007.png,True
images/lNfwGGq_ozM_012.png,2160,3840,real,REAL_Nominal,,LEMD,32R,84,,,,,,,,,,,,,2034,789,2048,789,2031,828,2050,828,lNfwGGq_ozM_012.png,True
images/lNfwGGq_ozM_017.png,2160,3840,real,REAL_Nominal,,LEMD,32R,74,,,,,,,,,,,,,1820,814,1836,814,1815,856,1839,857,lNfwGGq_ozM_017.png,False
images/lNfwGGq_ozM_023.png,2160,3840,real,REAL_Nominal,,LEMD,32R,62,,,,,,,,,,,,,1844,750,1860,750,1838,799,1865,799,lNfwGGq_ozM_023.png,True
images/lNfwGGq_ozM_031.png,2160,3840,real,REAL_Nominal,,LEMD,32R,46,,,,,,,,,,,,,1851,732,1870,733,1843,792,1877,792,lNfwGGq_ozM_031.png,True
images/lNfwGGq_ozM_036.png,2160,3840,real,REAL_Nominal,,LEMD,32R,36,,,,,,,,,,,,,1950,754,1968,754,1938,823,1983,823,lNfwGGq_ozM_036.png,True
images/lNfwGGq_ozM_038.png,2160,3840,real,REAL_Nominal,,LEMD,32R,32,,,,,,,,,,,,,1941,752,1963,752,1927,825,1978,825,lNfwGGq_ozM_038.png,True
images/lNfwGGq_ozM_040.png,2160,3840,real,REAL_Nominal,,LEMD,32R,28,,,,,,,,,,,,,1872,748,1894,748,1851,826,1909,826,lNfwGGq_ozM_040.png,True
images/lNfwGGq_ozM_043.png,2160,3840,real,REAL_Nominal,,LEMD,32R,22,,,,,,,,,,,,,1880,744,1904,744,1852,831,1930,831,lNfwGGq_ozM_043.png,True
images/lNfwGGq_ozM_046.png,2160,3840,real,REAL_Nominal,,LEMD,32R,16,,,,,,,,,,,,,1884,764,1910,764,1843,871,1954,872,lNfwGGq_ozM_046.png,True
images/lNfwGGq_ozM_048.png,2160,3840,real,REAL_Nominal,,LEMD,32R,12,,,,,,,,,,,,,1874,756,1903,756,1819,887,1978,887,lNfwGGq_ozM_048.png,True
images/lNfwGGq_ozM_049.png,2160,3840,real,REAL_Nominal,,LEMD,32R,10,,,,,,,,,,,,,1948,745,1978,746,1852,897,2051,897,lNfwGGq_ozM_049.png,True
images/lNfwGGq_ozM_050.png,2160,3840,real,REAL_Nominal,,LEMD,32R,8,,,,,,,,,,,,,1854,734,1885,734,1751,910,2020,911,lNfwGGq_ozM_050.png,True
images/lNfwGGq_ozM_051.png,2160,3840,real,REAL_Nominal,,LEMD,32R,6,,,,,,,,,,,,,1846,733,1878,733,2093,956,1681,962,lNfwGGq_ozM_051.png,True
images/lNfwGGq_ozM_052.png,2160,3840,real,REAL_Nominal,,LEMD,32R,4,,,,,,,,,,,,,2002,729,1968,730,2414,1112,1520,1118,lNfwGGq_ozM_052.png,True
images/M5-5AzUk_Wo_062.png,1080,1920,real,REAL_Nominal,,LFLL,36L,48,,,,,,,,,,,,,891,474,882,475,899,508,878,528,M5-5AzUk_Wo_062.png,True
images/M5-5AzUk_Wo_067.png,1080,1920,real,REAL_Nominal,,LFLL,36L,38,,,,,,,,,,,,,902,494,910,494,921,533,893,535,M5-5AzUk_Wo_067.png,False
images/M5-5AzUk_Wo_071.png,1080,1920,real,REAL_Nominal,,LFLL,36L,30,,,,,,,,,,,,,880,486,889,486,903,529,864,531,M5-5AzUk_Wo_071.png,True
images/M5-5AzUk_Wo_075.png,1080,1920,real,REAL_Nominal,,LFLL,36L,22,,,,,,,,,,,,,1018,468,1030,468,999,519,1052,521,M5-5AzUk_Wo_075.png,True
images/M5-5AzUk_Wo_078.png,1080,1920,real,REAL_Nominal,,LFLL,36L,16,,,,,,,,,,,,,1005,510,1016,511,967,572,1050,579,M5-5AzUk_Wo_078.png,True
images/M5-5AzUk_Wo_079.png,1080,1920,real,REAL_Nominal,,LFLL,36L,14,,,,,,,,,,,,,914,494,926,494,971,565,868,570,M5-5AzUk_Wo_079.png,True
images/M5-5AzUk_Wo_080.png,1080,1920,real,REAL_Nominal,,LFLL,36L,12,,,,,,,,,,,,,1010,486,1021,487,950,569,1084,577,M5-5AzUk_Wo_080.png,True
images/M5-5AzUk_Wo_081.png,1080,1920,real,REAL_Nominal,,LFLL,36L,10,,,,,,,,,,,,,902,478,914,478,1002,585,810,597,M5-5AzUk_Wo_081.png,True
images/M5-5AzUk_Wo_082.png,1080,1920,real,REAL_Nominal,,LFLL,36L,8,,,,,,,,,,,,,899,473,912,473,1073,641,728,656,M5-5AzUk_Wo_082.png,True
images/Mb4Uz_5s1k0_057.png,720,1280,real,REAL_Nominal,,EGLL,27,66,,,,,,,,,,,,,427,187,431,187,427,210,434,210,Mb4Uz_5s1k0_057.png,False
images/Mb4Uz_5s1k0_064.png,720,1280,real,REAL_Nominal,,EGLL,27,52,,,,,,,,,,,,,434,182,439,182,442,208,433,209,Mb4Uz_5s1k0_064.png,False
images/Mb4Uz_5s1k0_069.png,720,1280,real,REAL_Nominal,,EGLL,27,42,,,,,,,,,,,,,432,176,439,176,430,207,442,207,Mb4Uz_5s1k0_069.png,False
images/Mb4Uz_5s1k0_073.png,720,1280,real,REAL_Nominal,,EGLL,27,34,,,,,,,,,,,,,469,190,477,190,480,224,467,225,Mb4Uz_5s1k0_073.png,False
images/Mb4Uz_5s1k0_076.png,720,1280,real,REAL_Nominal,,EGLL,27,28,,,,,,,,,,,,,808,156,817,156,808,196,825,196,Mb4Uz_5s1k0_076.png,False
images/Mb4Uz_5s1k0_079.png,720,1280,real,REAL_Nominal,,EGLL,27,22,,,,,,,,,,,,,499,168,509,168,491,216,512,216,Mb4Uz_5s1k0_079.png,True
images/Mb4Uz_5s1k0_081.png,720,1280,real,REAL_Nominal,,EGLL,27,18,,,,,,,,,,,,,489,166,499,166,478,220,506,220,Mb4Uz_5s1k0_081.png,True
images/Mb4Uz_5s1k0_083.png,720,1280,real,REAL_Nominal,,EGLL,27,14,,,,,,,,,,,,,748,124,759,125,735,188,771,188,Mb4Uz_5s1k0_083.png,True
images/Mb4Uz_5s1k0_084.png,720,1280,real,REAL_Nominal,,EGLL,27,12,,,,,,,,,,,,,486,132,498,132,517,201,471,203,Mb4Uz_5s1k0_084.png,True
images/Mb4Uz_5s1k0_085.png,720,1280,real,REAL_Nominal,,EGLL,27,10,,,,,,,,,,,,,763,142,775,142,734,217,793,219,Mb4Uz_5s1k0_085.png,True
images/Mb4Uz_5s1k0_086.png,720,1280,real,REAL_Nominal,,EGLL,27,8,,,,,,,,,,,,,516,153,528,153,571,239,484,242,Mb4Uz_5s1k0_086.png,True
images/Mb4Uz_5s1k0_087.png,720,1280,real,REAL_Nominal,,EGLL,27,6,,,,,,,,,,,,,499,152,513,152,598,269,428,272,Mb4Uz_5s1k0_087.png,True
images/mLG5CZJrjFo_063.png,1080,1920,real,REAL_Nominal,,EDDS,25,72,,,,,,,,,,,,,982,545,989,545,979,571,991,571,mLG5CZJrjFo_063.png,False
images/mLG5CZJrjFo_071.png,1080,1920,real,REAL_Nominal,,EDDS,25,56,,,,,,,,,,,,,931,576,939,576,943,607,928,608,mLG5CZJrjFo_071.png,False
images/mLG5CZJrjFo_075.png,1080,1920,real,REAL_Nominal,,EDDS,25,48,,,,,,,,,,,,,969,569,978,569,964,604,983,604,mLG5CZJrjFo_075.png,True
images/mLG5CZJrjFo_078.png,1080,1920,real,REAL_Nominal,,EDDS,25,42,,,,,,,,,,,,,973,588,981,588,966,624,986,624,mLG5CZJrjFo_078.png,True
images/mLG5CZJrjFo_081.png,1080,1920,real,REAL_Nominal,,EDDS,25,36,,,,,,,,,,,,,906,615,915,615,901,657,925,657,mLG5CZJrjFo_081.png,True
images/mLG5CZJrjFo_083.png,1080,1920,real,REAL_Nominal,,EDDS,25,32,,,,,,,,,,,,,926,558,934,558,919,602,944,602,mLG5CZJrjFo_083.png,True
images/mLG5CZJrjFo_085.png,1080,1920,real,REAL_Nominal,,EDDS,25,28,,,,,,,,,,,,,1005,571,1014,571,990,619,1023,620,mLG5CZJrjFo_085.png,True
images/mLG5CZJrjFo_087.png,1080,1920,real,REAL_Nominal,,EDDS,25,24,,,,,,,,,,,,,905,571,915,571,893,621,926,621,mLG5CZJrjFo_087.png,True
images/mLG5CZJrjFo_090.png,1080,1920,real,REAL_Nominal,,EDDS,25,18,,,,,,,,,,,,,981,600,991,600,962,659,1009,659,mLG5CZJrjFo_090.png,True
images/mLG5CZJrjFo_092.png,1080,1920,real,REAL_Nominal,,EDDS,25,14,,,,,,,,,,,,,929,611,942,611,901,678,964,679,mLG5CZJrjFo_092.png,True
images/mLG5CZJrjFo_093.png,1080,1920,real,REAL_Nominal,,EDDS,25,12,,,,,,,,,,,,,984,641,997,641,952,715,1030,717,mLG5CZJrjFo_093.png,True
images/mLG5CZJrjFo_094.png,1080,1920,real,REAL_Nominal,,EDDS,25,10,,,,,,,,,,,,,895,604,908,604,953,691,852,693,mLG5CZJrjFo_094.png,True
images/mLG5CZJrjFo_095.png,1080,1920,real,REAL_Nominal,,EDDS,25,8,,,,,,,,,,,,,1002,611,1014,611,932,715,1075,720,mLG5CZJrjFo_095.png,True
images/mLG5CZJrjFo_096.png,1080,1920,real,REAL_Nominal,,EDDS,25,6,,,,,,,,,,,,,1019,648,1030,649,883,793,1134,809,mLG5CZJrjFo_096.png,True
images/mtOGvW70Ea4_077.png,1080,1920,real,REAL_Nominal,,KLAX,24R,22,,,,,,,,,,,,,1008,628,1019,628,1000,666,1030,666,mtOGvW70Ea4_077.png,True
images/mtOGvW70Ea4_079.png,1080,1920,real,REAL_Nominal,,KLAX,24R,18,,,,,,,,,,,,,471,507,484,507,504,560,462,561,mtOGvW70Ea4_079.png,True
images/mtOGvW70Ea4_081.png,1080,1920,real,REAL_Nominal,,KLAX,24R,14,,,,,,,,,,,,,439,469,455,469,485,537,424,539,mtOGvW70Ea4_081.png,True
images/mtOGvW70Ea4_082.png,1080,1920,real,REAL_Nominal,,KLAX,24R,12,,,,,,,,,,,,,1466,484,1486,484,1433,563,1509,563,mtOGvW70Ea4_082.png,True
images/mtOGvW70Ea4_083.png,1080,1920,real,REAL_Nominal,,KLAX,24R,10,,,,,,,,,,,,,984,623,1000,623,948,701,1034,701,mtOGvW70Ea4_083.png,True
images/mtOGvW70Ea4_084.png,1080,1920,real,REAL_Nominal,,KLAX,24R,8,,,,,,,,,,,,,987,607,1002,607,929,708,1058,709,mtOGvW70Ea4_084.png,True
images/mtOGvW70Ea4_085.png,1080,1920,real,REAL_Nominal,,KLAX,24R,6,,,,,,,,,,,,,928,614,910,615,786,783,1046,786,mtOGvW70Ea4_085.png,True
images/mtYlCdmg7c4_003.png,2160,3840,real,REAL_Nominal,,OJAQ,1,96,,,,,,,,,,,,,2160,977,2170,977,2157,1009,2172,1009,mtYlCdmg7c4_003.png,False
images/mtYlCdmg7c4_011.png,2160,3840,real,REAL_Nominal,,OJAQ,1,80,,,,,,,,,,,,,2161,985,2173,985,2157,1021,2174,1021,mtYlCdmg7c4_011.png,False
images/mtYlCdmg7c4_017.png,2160,3840,real,REAL_Nominal,,OJAQ,1,68,,,,,,,,,,,,,1688,987,1702,987,1684,1027,1705,1027,mtYlCdmg7c4_017.png,False
images/mtYlCdmg7c4_022.png,2160,3840,real,REAL_Nominal,,OJAQ,1,58,,,,,,,,,,,,,1691,986,1676,987,1670,1030,1695,1030,mtYlCdmg7c4_022.png,False
images/mtYlCdmg7c4_026.png,2160,3840,real,REAL_Nominal,,OJAQ,1,50,,,,,,,,,,,,,1717,993,1700,994,1694,1044,1721,1044,mtYlCdmg7c4_026.png,False
images/mtYlCdmg7c4_029.png,2160,3840,real,REAL_Nominal,,OJAQ,1,44,,,,,,,,,,,,,1707,998,1688,999,1716,1053,1685,1054,mtYlCdmg7c4_029.png,True
images/mtYlCdmg7c4_032.png,2160,3840,real,REAL_Nominal,,OJAQ,1,38,,,,,,,,,,,,,2147,998,2165,998,2137,1060,2175,1060,mtYlCdmg7c4_032.png,True
images/mtYlCdmg7c4_034.png,2160,3840,real,REAL_Nominal,,OJAQ,1,34,,,,,,,,,,,,,2157,980,2176,980,2147,1045,2189,1045,mtYlCdmg7c4_034.png,True
images/mtYlCdmg7c4_036.png,2160,3840,real,REAL_Nominal,,OJAQ,1,30,,,,,,,,,,,,,1661,966,1681,966,1643,1034,1691,1035,mtYlCdmg7c4_036.png,True
images/mtYlCdmg7c4_039.png,2160,3840,real,REAL_Nominal,,OJAQ,1,24,,,,,,,,,,,,,2133,978,2155,978,2115,1055,2178,1055,mtYlCdmg7c4_039.png,True
images/mtYlCdmg7c4_042.png,2160,3840,real,REAL_Nominal,,OJAQ,1,18,,,,,,,,,,,,,2128,944,2153,944,2096,1034,2184,1035,mtYlCdmg7c4_042.png,True
images/mtYlCdmg7c4_044.png,2160,3840,real,REAL_Nominal,,OJAQ,1,14,,,,,,,,,,,,,1699,953,1674,954,1746,1062,1625,1063,mtYlCdmg7c4_044.png,True
images/mtYlCdmg7c4_045.png,2160,3840,real,REAL_Nominal,,OJAQ,1,12,,,,,,,,,,,,,1693,948,1666,949,1754,1075,1604,1076,mtYlCdmg7c4_045.png,True
images/mtYlCdmg7c4_046.png,2160,3840,real,REAL_Nominal,,OJAQ,1,10,,,,,,,,,,,,,2151,940,2179,941,2069,1088,2265,1092,mtYlCdmg7c4_046.png,True
images/mtYlCdmg7c4_047.png,2160,3840,real,REAL_Nominal,,OJAQ,1,8,,,,,,,,,,,,,2149,919,2176,919,2027,1111,2312,1111,mtYlCdmg7c4_047.png,True
images/mtYlCdmg7c4_048.png,2160,3840,real,REAL_Nominal,,OJAQ,1,6,,,,,,,,,,,,,1669,921,1700,921,1934,1187,1412,1190,mtYlCdmg7c4_048.png,True
images/mXwuo1hT5-M_014.png,720,1280,real,REAL_Nominal,,LCPH,29,76,,,,,,,,,,,,,257,206,262,206,255,220,263,220,mXwuo1hT5-M_014.png,False
images/mXwuo1hT5-M_027.png,720,1280,real,REAL_Nominal,,LCPH,29,50,,,,,,,,,,,,,272,196,277,196,268,214,278,214,mXwuo1hT5-M_027.png,False
images/mXwuo1hT5-M_035.png,720,1280,real,REAL_Nominal,,LCPH,29,34,,,,,,,,,,,,,1033,219,1039,219,1032,241,1045,241,mXwuo1hT5-M_035.png,True
images/mXwuo1hT5-M_040.png,720,1280,real,REAL_Nominal,,LCPH,29,24,,,,,,,,,,,,,1020,207,1027,207,1013,236,1034,237,mXwuo1hT5-M_040.png,True
images/mXwuo1hT5-M_043.png,720,1280,real,REAL_Nominal,,LCPH,29,18,,,,,,,,,,,,,243,206,251,206,260,243,230,244,mXwuo1hT5-M_043.png,True
images/mXwuo1hT5-M_045.png,720,1280,real,REAL_Nominal,,LCPH,29,14,,,,,,,,,,,,,257,177,265,177,282,220,241,222,mXwuo1hT5-M_045.png,True
images/mXwuo1hT5-M_047.png,720,1280,real,REAL_Nominal,,LCPH,29,10,,,,,,,,,,,,,1022,182,1031,183,989,237,1058,242,mXwuo1hT5-M_047.png,True
images/mXwuo1hT5-M_048.png,720,1280,real,REAL_Nominal,,LCPH,29,8,,,,,,,,,,,,,1021,179,1032,180,974,248,1074,253,mXwuo1hT5-M_048.png,True
images/mXwuo1hT5-M_049.png,720,1280,real,REAL_Nominal,,LCPH,29,6,,,,,,,,,,,,,1028,176,1039,176,931,274,1119,288,mXwuo1hT5-M_049.png,True
images/NcLMJyiJHZ8_075.png,2160,3840,real,REAL_Nominal,,CYVR,26R,94,,,,,,,,,,,,,2579,549,2593,549,2575,587,2597,587,NcLMJyiJHZ8_075.png,True
images/NcLMJyiJHZ8_083.png,2160,3840,real,REAL_Nominal,,CYVR,26R,78,,,,,,,,,,,,,2616,561,2630,562,2607,606,2633,608,NcLMJyiJHZ8_083.png,True
images/NcLMJyiJHZ8_092.png,2160,3840,real,REAL_Nominal,,CYVR,26R,60,,,,,,,,,,,,,1221,532,1238,532,1214,583,1246,583,NcLMJyiJHZ8_092.png,True
images/NcLMJyiJHZ8_096.png,2160,3840,real,REAL_Nominal,,CYVR,26R,52,,,,,,,,,,,,,2603,534,2624,535,2591,590,2630,591,NcLMJyiJHZ8_096.png,True
images/NcLMJyiJHZ8_100.png,2160,3840,real,REAL_Nominal,,CYVR,26R,44,,,,,,,,,,,,,1236,555,1257,555,1273,616,1225,618,NcLMJyiJHZ8_100.png,True
images/NcLMJyiJHZ8_105.png,2160,3840,real,REAL_Nominal,,CYVR,26R,34,,,,,,,,,,,,,2595,508,2620,509,2572,582,2635,585,NcLMJyiJHZ8_105.png,True
images/NcLMJyiJHZ8_109.png,2160,3840,real,REAL_Nominal,,CYVR,26R,26,,,,,,,,,,,,,2613,538,2642,538,2579,625,2668,627,NcLMJyiJHZ8_109.png,True
images/NcLMJyiJHZ8_112.png,2160,3840,real,REAL_Nominal,,CYVR,26R,20,,,,,,,,,,,,,1272,531,1239,532,1323,637,1198,641,NcLMJyiJHZ8_112.png,True
images/NcLMJyiJHZ8_114.png,2160,3840,real,REAL_Nominal,,CYVR,26R,16,,,,,,,,,,,,,2565,526,2599,527,2488,652,2660,659,NcLMJyiJHZ8_114.png,True
images/NcLMJyiJHZ8_115.png,2160,3840,real,REAL_Nominal,,CYVR,26R,14,,,,,,,,,,,,,2567,527,2604,528,2469,669,2679,677,NcLMJyiJHZ8_115.png,True
images/NcLMJyiJHZ8_116.png,2160,3840,real,REAL_Nominal,,CYVR,26R,12,,,,,,,,,,,,,2575,521,2612,523,2442,686,2715,700,NcLMJyiJHZ8_116.png,True
images/NcLMJyiJHZ8_117.png,2160,3840,real,REAL_Nominal,,CYVR,26R,10,,,,,,,,,,,,,1250,509,1213,512,1443,712,1058,738,NcLMJyiJHZ8_117.png,True
images/NcLMJyiJHZ8_118.png,2160,3840,real,REAL_Nominal,,CYVR,26R,8,,,,,,,,,,,,,1211,494,1252,494,1571,794,909,823,NcLMJyiJHZ8_118.png,True
images/ngOYpEYt7ww_083.png,2160,3840,real,REAL_Nominal,,LOWI,26,66,,,,,,,,,,,,,2287,980,2273,981,2295,1029,2272,1030,ngOYpEYt7ww_083.png,False
images/ngOYpEYt7ww_091.png,2160,3840,real,REAL_Nominal,,LOWI,26,50,,,,,,,,,,,,,1925,1023,1944,1024,1923,1079,1955,1080,ngOYpEYt7ww_091.png,True
images/ngOYpEYt7ww_096.png,2160,3840,real,REAL_Nominal,,LOWI,26,40,,,,,,,,,,,,,1938,966,1957,966,1930,1031,1971,1032,ngOYpEYt7ww_096.png,True
images/ngOYpEYt7ww_100.png,2160,3840,real,REAL_Nominal,,LOWI,26,32,,,,,,,,,,,,,2007,1072,2030,1072,1989,1142,2044,1144,ngOYpEYt7ww_100.png,True
images/ngOYpEYt7ww_104.png,2160,3840,real,REAL_Nominal,,LOWI,26,24,,,,,,,,,,,,,1789,1011,1817,1011,1756,1100,1836,1100,ngOYpEYt7ww_104.png,True
images/ngOYpEYt7ww_107.png,2160,3840,real,REAL_Nominal,,LOWI,26,18,,,,,,,,,,,,,1873,1022,1842,1023,1910,1126,1791,1128,ngOYpEYt7ww_107.png,True
images/ngOYpEYt7ww_109.png,2160,3840,real,REAL_Nominal,,LOWI,26,14,,,,,,,,,,,,,1995,1047,2028,1048,1935,1167,2108,1171,ngOYpEYt7ww_109.png,True
images/ngOYpEYt7ww_110.png,2160,3840,real,REAL_Nominal,,LOWI,26,12,,,,,,,,,,,,,1954,1049,1989,1050,1879,1184,2106,1185,ngOYpEYt7ww_110.png,True
images/ngOYpEYt7ww_111.png,2160,3840,real,REAL_Nominal,,LOWI,26,10,,,,,,,,,,,,,1875,1087,1910,1089,1691,1241,2011,1255,ngOYpEYt7ww_111.png,True
images/ngOYpEYt7ww_112.png,2160,3840,real,REAL_Nominal,,LOWI,26,8,,,,,,,,,,,,,1899,1088,1938,1089,1589,1304,2122,1313,ngOYpEYt7ww_112.png,True
images/ngOYpEYt7ww_113.png,2160,3840,real,REAL_Nominal,,LOWI,26,6,,,,,,,,,,,,,1900,1020,1943,1020,1152,1514,2871,1538,ngOYpEYt7ww_113.png,True
images/nJdKT3NiwkM_013.png,2160,3840,real,REAL_Nominal,,LMML,31,104,,,,,,,,,,,,,1445,998,1456,998,1461,1036,1445,1037,nJdKT3NiwkM_013.png,False
images/nJdKT3NiwkM_027.png,2160,3840,real,REAL_Nominal,,LMML,31,76,,,,,,,,,,,,,2480,946,2493,946,2475,994,2497,994,nJdKT3NiwkM_027.png,False
images/nJdKT3NiwkM_035.png,2160,3840,real,REAL_Nominal,,LMML,31,60,,,,,,,,,,,,,1356,936,1372,936,1352,990,1380,990,nJdKT3NiwkM_035.png,False
images/nJdKT3NiwkM_038.png,2160,3840,real,REAL_Nominal,,LMML,31,54,,,,,,,,,,,,,1367,932,1382,932,1361,989,1391,989,nJdKT3NiwkM_038.png,False
images/nJdKT3NiwkM_041.png,2160,3840,real,REAL_Nominal,,LMML,31,48,,,,,,,,,,,,,2458,938,2475,938,2447,998,2482,998,nJdKT3NiwkM_041.png,True
images/nJdKT3NiwkM_046.png,2160,3840,real,REAL_Nominal,,LMML,31,38,,,,,,,,,,,,,1332,935,1351,935,1322,1003,1366,1003,nJdKT3NiwkM_046.png,True
images/nJdKT3NiwkM_048.png,2160,3840,real,REAL_Nominal,,LMML,31,34,,,,,,,,,,,,,1355,928,1335,929,1373,1001,1322,1002,nJdKT3NiwkM_048.png,True
images/nJdKT3NiwkM_050.png,2160,3840,real,REAL_Nominal,,LMML,31,30,,,,,,,,,,,,,1346,896,1367,896,1388,977,1330,978,nJdKT3NiwkM_050.png,True
images/nJdKT3NiwkM_053.png,2160,3840,real,REAL_Nominal,,LMML,31,24,,,,,,,,,,,,,1360,911,1336,912,1393,999,1316,1001,nJdKT3NiwkM_053.png,True
